950,294,60,127
773,363,64,107
765,362,65,114
938,295,51,126
752,364,66,113
743,368,69,106
736,370,69,108
729,370,67,108
723,371,70,108
715,373,70,106
707,373,71,111
699,374,72,110
693,371,71,110
686,373,74,106
679,372,73,108
673,371,69,110
666,373,69,111
244,293,47,113
653,373,68,112
648,374,66,114
642,374,64,110
634,376,60,113
628,377,61,111
620,379,63,114
613,379,63,111
606,381,62,108
602,383,60,101
596,384,61,105
589,384,63,105
583,383,63,107
575,385,64,103
571,385,64,108
614,218,72,111
557,384,66,109
551,383,66,112
543,383,67,108
536,384,66,110
528,384,70,109
693,297,42,120
520,383,66,108
513,384,67,108
507,383,68,112
502,384,68,111
496,384,69,112
493,384,68,110
639,303,47,122
484,383,67,113
478,383,69,113
475,382,66,114
591,300,72,124
468,381,64,114
465,379,63,118
461,379,64,119
572,304,70,122
567,306,69,123
454,376,62,122
450,374,63,124
448,373,63,121
449,373,59,124
446,372,62,125
530,296,59,134
523,297,58,134
436,370,66,129
436,368,63,131
436,368,60,131
444,368,50,132
685,219,51,133
681,218,48,134
678,222,47,129
673,219,48,133
670,221,46,131
666,221,47,133
664,218,47,135
659,214,48,140
654,215,50,140
509,210,47,123
504,210,54,123
500,209,53,124
497,212,53,121
638,224,48,130
633,227,49,127
629,222,49,134
409,317,62,144
461,368,57,147
462,369,56,144
462,370,57,153
611,216,55,141
464,376,61,140
466,378,67,140
600,221,56,136
363,320,84,146
358,324,85,152
356,324,84,152
351,327,89,154
351,330,83,147
349,329,83,152
349,331,80,150
343,330,84,150
342,331,82,150
343,332,79,148
340,332,80,150
337,332,80,148
334,334,82,145
332,334,82,145
328,334,83,146
326,335,84,144
325,336,84,144
323,336,83,146
320,337,85,146
317,337,85,148
318,336,84,147
314,336,84,150
312,335,83,149
310,336,84,149
310,336,82,149
306,336,85,149
304,336,86,149
300,337,87,149
301,336,85,148
295,337,88,146
293,335,90,148
290,335,91,145
289,336,91,146
286,335,92,146
285,336,91,145
283,336,92,150
282,337,91,147
280,335,91,151
277,336,91,153
278,336,90,153
275,336,92,154
676,189,82,132
272,336,92,153
271,335,91,152
271,335,91,153
731,212,95,133
269,336,89,152
729,209,96,136
268,337,89,147
731,211,89,134
541,204,66,168
725,195,79,150
724,199,76,146
272,329,83,160
539,212,63,159
533,215,69,154
269,329,93,160
763,376,99,128
761,375,95,132
763,373,94,141
