587,340,83,118
414,433,83,137
410,432,85,135
408,431,84,141
403,431,80,137
400,429,80,144
399,429,80,143
393,425,83,152
528,318,43,123
379,419,76,143
373,417,76,156
368,415,67,154
371,416,66,155
569,509,93,210
340,412,68,158
550,513,86,205
315,405,68,160
303,406,66,161
303,406,66,160
522,512,86,206
513,511,87,207
507,508,90,209
404,445,97,166
852,319,61,128
244,403,87,165
498,510,82,208
501,509,74,209
235,399,68,171
501,510,66,208
501,511,60,207
501,511,61,207
499,509,57,209
827,319,42,124
217,399,127,222
490,510,59,208
397,350,66,134
398,351,66,135
385,347,70,136
371,348,71,128
812,317,42,123
808,316,44,124
803,315,46,123
803,315,46,124
801,314,47,124
799,313,45,125
797,313,45,124
796,312,44,123
793,312,47,122
793,312,46,122
795,312,44,122
798,311,40,122
797,310,42,123
794,309,44,122
792,310,44,121
268,350,66,123
792,309,44,121
791,309,43,122
476,504,74,214
787,308,42,123
784,308,43,123
784,308,43,123
783,307,42,124
781,307,43,124
780,307,43,123
779,307,40,122
778,308,38,122
778,308,38,122
776,309,38,122
773,309,40,121
774,309,37,121
772,307,36,122
770,308,35,120
770,308,35,120
765,308,38,121
452,505,89,213
456,506,83,212
469,507,68,211
752,309,33,116
752,309,33,116
467,506,68,213
261,338,47,147
260,340,55,145
729,309,41,116
256,345,66,141
538,418,63,159
251,347,72,139
247,351,70,138
245,355,69,135
241,359,68,132
236,362,70,129
236,362,70,129
230,364,71,126
580,421,84,142
578,423,96,142
583,423,102,139
583,421,102,148
582,420,103,148
580,422,110,144
575,421,113,145
571,422,111,141
575,421,102,142
580,417,96,140
580,417,95,141
590,406,86,151
356,501,73,215
350,500,74,215
610,415,76,138
613,415,85,143
614,415,84,143
335,503,71,208
332,503,72,208
621,420,73,145
325,502,74,210
617,417,69,147
617,417,69,147
614,415,70,149
605,412,75,150
606,411,74,152
314,506,71,211
313,507,71,211
313,507,70,211
311,508,70,209
308,506,72,212
306,508,72,211
303,509,73,209
301,509,72,210
300,508,72,210
609,417,63,148
296,507,72,212
295,508,72,211
293,509,72,210
292,508,71,211
292,508,71,211
292,508,70,211
292,508,70,210
606,425,68,154
480,313,61,114
612,429,65,154
612,428,65,153
621,427,59,157
628,426,54,162
635,426,53,164
641,428,52,159
646,432,52,156
645,432,53,157
644,435,57,156
645,440,62,157
279,516,72,203
640,449,72,142
276,521,73,198
