65,221,35,48
144,230,36,92
146,230,33,91
147,229,30,92
151,227,30,90
151,226,33,91
115,226,29,90
157,225,31,92
160,224,31,89
160,222,31,87
164,220,31,85
165,219,30,82
165,219,32,91
168,217,31,94
167,218,31,91
170,220,30,89
121,220,40,92
118,220,43,89
119,219,44,89
170,214,49,94
118,219,50,90
174,212,48,83
128,217,47,91
129,215,50,92
179,206,44,84
133,215,47,93
135,214,47,92
137,215,44,91
139,217,42,89
139,216,39,90
141,214,37,90
144,212,36,89
146,212,33,87
148,211,31,89
150,210,30,89
152,210,29,88
154,209,28,87
154,210,32,90
153,210,35,90
156,210,33,89
158,209,33,92
159,208,31,89
161,209,34,91
161,211,37,89
163,213,40,90
162,214,37,93
154,214,36,94
151,213,39,95
147,214,39,95
144,214,38,96
142,215,33,96
139,216,31,96
193,198,31,92
136,213,34,89
189,204,35,89
127,223,29,87
121,225,33,87
122,224,32,87
122,224,32,89
100,224,54,91
173,219,42,88
172,218,37,90
120,224,38,93
121,225,39,91
174,215,33,87
175,214,33,88
172,214,35,87
118,226,32,90
114,226,47,88
111,223,48,90
110,221,48,90
109,220,46,92
151,206,52,91
155,207,46,91
160,206,38,87
155,205,41,91
157,205,39,90
157,206,38,89
111,214,37,87
154,203,38,90
145,202,48,92
115,205,34,94
118,207,34,91
122,208,32,87
164,201,27,79
126,208,35,85
127,209,36,81
127,209,36,83
168,199,27,77
169,199,27,77
171,197,29,80
170,193,35,81
172,189,35,86
176,192,32,81
178,188,31,85
177,187,31,85
179,185,31,87
178,184,31,89
179,182,30,89
183,181,28,88
184,178,28,86
186,177,27,87
185,176,29,86
158,197,47,86
160,193,47,86
188,172,27,93
189,172,27,89
190,174,26,88
432,142,28,79
188,175,30,88
168,197,36,79
433,142,28,76
175,191,35,84
433,141,28,80
179,175,40,99
179,174,43,102
180,174,43,103
181,173,43,102
185,172,41,104
187,174,40,98
188,172,40,103
190,171,40,105
191,180,40,94
193,181,42,95
195,169,41,107
197,171,39,103
198,168,38,103
199,172,38,99
203,170,35,97
204,170,33,96
205,171,33,94
206,170,32,97
208,169,32,96
208,172,30,93
210,168,31,98
212,165,39,101
212,168,42,97
213,164,41,101
214,164,40,100
215,162,39,103
216,162,39,102
217,161,38,103
218,161,37,103
220,168,35,95
220,166,36,95
220,162,35,97
222,170,36,87
223,166,37,91
222,159,39,97
222,161,40,95
