137,320,233,191
134,322,233,191
132,324,233,191
130,327,233,191
125,329,233,191
124,331,233,191
122,333,233,191
121,335,233,191
121,336,233,191
120,338,233,191
120,339,233,191
120,340,233,191
119,342,233,191
120,344,233,191
120,347,233,191
121,348,233,191
122,349,233,191
122,352,233,191
124,353,233,191
126,354,233,191
128,354,233,191
115,348,233,191
113,348,233,191
112,348,233,191
111,351,233,191
111,354,233,191
112,356,233,191
115,358,233,191
118,358,233,191
121,358,233,191
123,359,233,191
126,361,233,191
127,361,233,191
127,361,233,191
127,361,233,191
126,360,233,191
137,362,233,191
137,359,233,191
138,356,233,191
139,353,233,191
140,349,233,191
141,346,233,191
140,342,233,191
139,338,233,191
137,335,233,191
135,332,233,191
133,330,233,191
131,328,233,191
129,326,233,191
127,325,233,191
125,324,233,191
112,317,233,191
107,312,233,191
102,308,233,191
107,308,233,191
92,304,233,191
88,304,233,191
86,305,233,191
84,306,233,191
84,308,233,191
85,310,233,191
85,312,233,191
85,313,233,191
85,314,233,191
96,319,233,191
96,320,233,191
96,321,233,191
84,318,233,191
84,319,233,191
97,324,233,191
86,320,233,191
99,325,233,191
100,326,233,191
88,322,233,191
88,323,233,191
89,324,233,191
89,323,233,191
103,328,233,191
91,324,233,191
91,325,233,191
91,326,233,191
93,327,233,191
95,327,233,191
98,328,233,191
100,328,233,191
103,328,233,191
105,327,233,191
107,327,233,191
107,326,233,191
107,326,233,191
108,326,233,191
108,326,233,191
108,325,233,191
109,325,233,191
108,324,233,191
107,323,233,191
108,323,233,191
106,322,233,191
106,322,233,191
106,322,233,191
105,321,233,191
104,322,233,191
102,322,233,191
101,322,233,191
90,318,233,191
90,312,233,191
88,312,233,191
84,310,233,191
79,309,233,191
71,314,233,191
67,313,233,191
70,300,233,191
70,300,233,191
69,299,233,191
68,299,233,191
68,298,233,191
67,297,233,191
68,298,233,191
70,298,233,191
70,299,233,191
71,300,233,191
72,301,233,191
70,295,233,191
71,295,233,191
70,296,233,191
70,297,233,191
546,292,233,191
802,229,233,191
803,229,233,191
805,228,233,191
806,228,233,191
808,228,233,191
810,227,233,191
813,228,233,191
815,228,233,191
817,228,233,191
817,228,233,191
818,228,233,191
818,228,233,191
818,228,233,191
818,228,233,191
818,228,233,191
818,229,233,191
775,0,233,191
775,0,233,191
773,0,233,191
774,0,233,191
774,0,233,191
773,0,233,191
773,0,233,191
